lexeme	part_of_speech
bbe,ADP
oitem,PRON
transgender,DET
thruout,ADP
thethethethe,DET
kjb,ADP
gonna,PRT
tomato,PRT
alfalfa,DET
ofofofof,ADP
ylt,PRON
website,PRON
phonon,ADP
thuringiensis,ADP
afp,ADP
annja,DET
andandandand,CONJ
anand,CONJ
tendon,ADP
isbn,ADP
andand,CONJ
meself,PRON
pyr,ADP
ref,PRT
yerself,PRON
thethethethethe,DET
allograft,DET
nafta,DET
thaliana,DET
actinomycin,ADP
thymus,ADP
inhalation,ADP
inininin,ADP
atop,ADP
aerosol,DET
lsbn,ADP
wurde,ADP
oikos,ADP
mainland,CONJ
foer,ADP
avg,ADP
andandandandand,CONJ
totototo,PRT
lnc,ADP
magneto,DET
dut,PRON
internationale,ADP
argon,ADP
abstr,ADP
allozyme,DET
abdomen,ADP
nays,ADP
alfa,DET
lifestyle,ADP
annexure,DET
ofarticle,ADP
atubangan,ADP
issn,ADP
subhead,CONJ
queer,CONJ
inyong,ADP
meperidine,PRON
thereunder,PRON
howard,PRT
upto,DET
astronuclear,ADP
apolipoprotein,ADP
antiaircraft,DET
windfall,ADP
oltem,PRON
rainwater,PRT
belarus,ADP
quintile,ADP
listener,ADP
wideband,ADP
variance,ADP
agglutinin,ADP
algae,DET
azithromycin,ADP
almond,CONJ
socioecon,ADP
ofafrican,ADP
fofr,ADP
lnterior,ADP
together,PRT
paar,CONJ
bovine,DET
decr,ADP
tototototo,PRT
amorphous,ADP
bisan,ADP
youse,PRON
messy,PRON
ayon,ADP
uplink,ADP
ibabaw,ADP
kangaroo,DET
anhydrite,DET
ininininin,ADP
twee,DET
xix,CONJ
ihren,ADP
interquartile,ADP
mindfulness,CONJ
ngadto,ADP
noaa,DET
ofjapanese,ADP
alayhi,DET
itititit,PRON
bestseller,ADP
annosus,CONJ
nonemployer,CONJ
ihm,ADP
itjust,PRON
xxx,PRON
telehealth,DET
airbome,DET
lnst,ADP
thermoluminescence,DET
nephron,ADP
lcaho,ADP
americanus,ADP
withwithwithwith,ADP
ofvarious,ADP
ofcourse,ADP
insrt,ADP
inbound,ADP
fuer,ADP
torpedo,DET
nietzsche,DET
withwith,ADP
lllus,ADP
dgn,ADP
overview,ADP
bybybyby,ADP
testis,PRON
instn,ADP
erlenmeyer,DET
additive,DET
instill,ADP
medroxyprogesterone,PRON
andlor,CONJ
wirst,ADP
browse,ADP
itelocke,PRON
ofwhite,ADP
tsp,ADP
alpaca,DET
ofwhere,ADP
lilith,ADP
cyclin,ADP
thatthatthatthat,DET
wantto,PRT
anubhava,DET
anode,DET
typedef,ADP
nyasaland,CONJ
lce,ADP
lndex,ADP
thiotepa,DET
tha,PRON
savor,ADP
percentin,ADP
iodin,ADP
ullamcorper,ADP
accelerometer,ADP
immunoglobulin,ADP
lraq,ADP
candida,DET
moot,PRON
volutpat,CONJ
rapper,ADP
accomplice,DET
ofstatefor,ADP
softcover,ADP
bedside,ADP
persistence,ADP
mc,CONJ
ujamaa,DET
vivo,PRON
thumbnail,DET
linux,ADP
iyang,ADP
throughput,PRON
wieder,ADP
outbound,ADP
cassava,DET
spore,DET
instream,ADP
derfor,ADP
thankyou,PRON
botulinus,CONJ
ofjob,ADP
meinem,PRON
algebra,ADP
ofbehavior,ADP
meropenem,PRON
thisthisthisthis,DET
anaphora,DET
natn,ADP
mula,DET
ofsocial,ADP
lcon,ADP
excel,DET
nonfall,DET
thionyl,DET
iterator,PRON
methadone,PRON
zoey,PRON
bachelor,CONJ
influenzae,ADP
lut,DET
abn,ADP
throughfall,DET
lowand,CONJ
animalsl,DET
varus,ADP
leif,PRON
usedfor,ADP
ifwe,ADP
abortus,ADP
theytheytheythey,PRON
bedouin,ADP
lowstand,CONJ
tryingto,PRT
min,CONJ
thermophila,DET
interf,ADP
bertolt,ADP
indicus,ADP
alang,ADP
ofloss,ADP
pucca,DET
anderen,CONJ
antivirus,CONJ
rea,PRON
alongwith,DET
analysand,CONJ
alebo,DET
sinh,ADP
diag,ADP
sesame,DET
butbutbutbut,CONJ
threonine,PRON
ahead,PRT
inhibin,ADP
positron,ADP
landsat,ADP
byte,ADP
ofengland,CONJ
boll,DET
halfofthe,DET
indepth,ADP
blll,DET
deuteron,ADP
anorher,DET
betwn,ADP
percentile,ADP
salient,DET
wingspan,ADP
iteration,ADP
hvor,CONJ
horseback,PRT
depict,PRT
asaignor,ADP
annot,CONJ
ofjuvenile,ADP
aureus,CONJ
itemset,PRON
lndoor,ADP
slo,DET
ofpain,ADP
lup,ADP
mono,DET
aerodrome,DET
apartfrom,ADP
aero,DET
isbasedon,ADP
thrombosis,ADP
lvan,ADP
thethethe,DET
absinthe,DET
adventuresome,DET
aaaignor,ADP
behind,PRT
after,ADP
thermodynamic,PRON
otitis,PRON
ifthere,PRON
vasopressor,ADP
whereafter,ADP
meriem,PRON
youyou,PRON
inyo,ADP
java,DET
ofvitamin,ADP
thailand,CONJ
thesauri,PRON
menarche,DET
withwithwithwithwith,ADP
agmt,DET
quartile,ADP
knockout,ADP
temporomandibular,ADP
lccn,ADP
aside,PRT
artif,ADP
trout,PRT
amplify,ADP
pero,ADP
nand,CONJ
abscissa,DET
odpovedal,ADP
tomto,PRT
armistice,DET
allemande,DET
isosorbide,PRON
fucr,ADP
theologia,DET
aquella,DET
aaaaa,DET
btwn,CONJ
methylene,PRON
allyl,DET
winemaker,ADP
andalusite,DET
outof,ADP
angina,DET
ofjudicial,ADP
ackn,ADP
symbof,ADP
silverlight,DET
andersoni,CONJ
ultrastructure,ADP
ofgender,ADP
decipher,ADP
intercarrier,ADP
lilay,ADP
arsenide,ADP
phono,ADP
aforesd,ADP
uranium,PRON
lssaquah,ADP
aasignor,ADP
wavelength,PRON
annexa,DET
lllay,ADP
netware,DET
hooky,PRT
assent,DET
ovale,ADP
ignition,ADP
antennae,DET
dhe,ADP
antimatter,CONJ
lndustrial,ADP
ahl,ADP
fordi,ADP
verso,DET
avlede,ADP
adverae,DET
bossa,DET
ifconfig,ADP
isotope,ADP
intrayear,ADP
albacore,DET
antineutrino,DET
mg,PRON
offear,ADP
zidovudine,PRON
xviii,CONJ
yum,PRON
afor,ADP
ofmultiple,ADP
youve,PRON
skylab,DET
stearothermophilus,ADP
homem,PRON
lifespan,ADP
acrosome,DET
annulata,DET
tactile,ADP
alcaldia,DET
asmx,ADP
layout,ADP
telnet,DET
lnn,ADP
iblandt,ADP
formulas,ADP
mantra,DET
theythey,PRON
emf,ADP
offline,ADP
anchorage,DET
dazu,ADP
inclusive,ADP
andfixtures,CONJ
bln,ADP
identif,ADP
argv,ADP
atorre,ADP
unlock,PRT
formosanus,ADP
benzazepin,ADP
pbk,ADP
internuclear,ADP
allallallall,DET
tuberculin,ADP
det,PRT
intranuclear,ADP
ofpast,ADP
vostro,ADP
iee,PRON
ampersand,CONJ
iuror,ADP
hierdie,DET
tae,ADP
tablespoon,DET
thru,DET
tahsil,DET
booklist,DET
wiwth,ADP
libr,CONJ
scientificatlanta,DET
trichome,DET
sumala,DET
lnf,ADP
anorthite,DET
ninyo,ADP
azimuth,ADP
begs,ADP
login,ADP
highincome,DET
vitamin,ADP
tohoto,PRT
ofbody,ADP
jemand,CONJ
actomyosin,ADP
pushbutton,ADP
kafir,ADP
align,PRT
lln,ADP
diphenyl,DET
incolumn,ADP
oforigin,ADP
trypanosome,DET
mesonotum,PRON
mauza,DET
titania,DET
lacr,ADP
upend,CONJ
ofmass,ADP
ako,ADP
irself,PRON
pili,PRT
insuran,ADP
magnet,DET
youyouyouyouyou,PRON
vibe,ADP
quinine,PRON
befote,ADP
waterproof,ADP
hacienda,DET
histolytica,DET
anhedonia,DET
hyena,DET
microstrategy,PRON
ifdef,ADP
mealtime,PRON
ofofof,ADP
liefore,ADP
tohelp,PRT
ujith,ADP
siem,PRON
sinun,ADP
thermit,PRON
asof,ADP
lndependence,ADP
apo,DET
dtd,ADP
oftrade,ADP
alkyd,ADP
frontpage,ADP
sown,ADP
thejapanese,DET
habanero,DET
polarization,PRT
annexin,ADP
thapsigargin,ADP
ofhumor,ADP
inverse,PRON
garlic,DET
ibid,PRT
sear,ADP
lter,ADP
acidophilus,ADP
vitiligo,DET
overseer,ADP
radius,PRT
interprocessor,ADP
elytra,DET
transformer,ADP
fuse,ADP
miscellaneous,PRON
weave,PRON
stigmas,ADP
unicolor,ADP
iodine,PRON
artesian,DET
uncut,ADP
septa,DET
overture,ADP
natal,DET
plumosus,CONJ
freehand,ADP
siphon,ADP
ios,ADP
angulatus,CONJ
tabor,ADP
onlv,ADP
angustata,DET
of,PRT
nebulosus,CONJ
intaglio,DET
secondhand,CONJ
tourmaline,PRON
freshness,CONJ
attenuata,ADP
invar,ADP
thereto,PRON
frontispiece,ADP
aliunde,ADP
theoretically,DET
angioma,DET
inornatus,ADP
beetle,ADP
tomo,PRT
bursa,DET
appellees,DET
colorless,CONJ
foramina,ADP
metasternum,PRON
blackboard,ADP
annulatus,CONJ
lucifer,ADP
metanotum,PRON
thickness,DET
whitefish,DET
tibiae,PRT
fresno,DET
lmder,ADP
longhand,CONJ
andard,CONJ
attenuatus,ADP
innere,ADP
starter,ADP
oflicio,ADP
ireat,ADP
thaler,DET
lietween,ADP
subgenus,CONJ
resourcefulness,CONJ
atkinson,ADP
vhich,ADP
undulatus,ADP
dtr,ADP
onyx,ADP
foreclosure,ADP
piecework,PRT
dredge,PRT
africana,DET
ackson,ADP
afther,DET
auckland,CONJ
fraulein,ADP
whirh,ADP
intergrown,ADP
fahrenheit,PRON
solder,ADP
naphthol,DET
hereby,PRON
allsoe,DET
delicto,ADP
onefourth,ADP
newburgh,CONJ
thot,PRON
adnexa,DET
faulting,PRON
arctica,ADP
navicula,DET
opper,ADP
ichigan,ADP
armatus,ADP
threephase,ADP
thiee,DET
allel,DET
wherupon,ADP
xvn,ADP
italicum,PRON
arresto,DET
pendin,ADP
allegro,DET
tfae,DET
allover,DET
interrupter,ADP
sind,ADP
beowulf,ADP
argentea,DET
buren,CONJ
periodical,ADP
involvin,ADP
arachis,DET
argenteus,ADP
wnere,ADP
angulosa,DET
immersion,ADP
threadlike,ADP
andesite,DET
andp,CONJ
angustus,CONJ
amin,ADP
perton,ADP
bouillon,ADP
illusory,PRON
thinker,ADP
sorted,CONJ
invalid,PRT
anticus,ADP
anyt,DET
ilton,ADP
anomala,DET
theah,DET
notatus,ADP
wltn,ADP
twoyear,ADP
alx,ADP
peneplain,ADP
formicarius,ADP
borland,CONJ
whethor,ADP
uptown,ADP
stroma,DET
arenarius,ADP
firstclass,ADP
incidentally,ADP
hirta,DET
demur,ADP
heem,PRON
apiculata,DET
ifornia,ADP
mesosternum,PRON
mica,PRON
italics,ADP
witlt,ADP
bessemer,ADP
throo,DET
accumulative,PRON
aoross,ADP
ansas,CONJ
ator,ADP
angiomata,DET
peregrinus,ADP
affectin,ADP
inoculation,ADP
amoeba,DET
xxxii,ADP
pyro,ADP
whder,ADP
transmit,ADP
sidney,ADP
wag,ADP
tapioca,DET
wheras,ADP
albigula,DET
urin,ADP
vnth,ADP
denser,PRT
agitation,ADP
dishonest,CONJ
savin,ADP
maxima,PRON
tabular,ADP
anguste,DET
aurita,DET
areola,DET
ampere,DET
providin,ADP
interlinear,ADP
thrush,PRON
appropriat,DET
villosus,ADP
cattleya,DET
tryto,PRT
kola,DET
apanese,ADP
throughtout,ADP
lsr,ADP
ophthalmicus,ADP
eign,CONJ
orado,CONJ
organischer,CONJ
incapacity,ADP
iinder,ADP
acuminata,DET
perature,ADP
undtr,ADP
angora,DET
aedon,ADP
rainfall,PRT
igth,ADP
vhile,ADP
iuxta,ADP
littlo,ADP
nucula,DET
pygmaeus,ADP
undher,ADP
therefor,CONJ
marvel,DET
ageyn,ADP
thoracicus,ADP
anyl,DET
aterrimus,ADP
lateral,DET
tlmt,DET
inject,ADP
impeller,ADP
forster,ADP
fossor,ADP
thim,DET
therof,PRT
incongruous,ADP
additiona,DET
armadillo,DET
habeas,DET
tfte,DET
orin,ADP
oftentimes,ADP
vesper,ADP
horsepower,DET
oflice,ADP
obtusifolius,ADP
notwithstandin,ADP
alloy,ADP
pyrometer,ADP
agiinst,ADP
nre,ADP
agaimt,ADP
wavy,DET
udson,ADP
ngton,ADP
typus,ADP
thoreof,ADP
isee,PRON
initials,ADP
oreganus,CONJ
tegulae,DET
liecause,ADP
oblongus,ADP
talus,ADP
ampulla,DET
enga,DET
penniless,CONJ
incertus,ADP
thll,DET
thet,PRT
ouglas,ADP
tlae,DET
tierra,DET
senile,ADP
somo,DET
atropurpureus,ADP
olitan,ADP
itemized,PRON
atavus,ADP
medulla,PRON
comthe,DET
becomo,ADP
itselfinto,ADP
olivaceus,ADP
alula,DET
anaesthesia,DET
affter,ADP
iunior,ADP
limbatus,ADP
apricot,ADP
persicae,ADP
starlight,DET
appendiculata,DET
upholsterer,ADP
alonga,DET
innerer,ADP
administra,DET
bctwccn,ADP
bulbosus,CONJ
tiro,ADP
spathe,DET
forsythia,ADP
thenee,PRON
wluch,DET
illustrating,ADP
petrol,ADP
whlle,ADP
therefrom,PRON
ito,PRT
fttr,ADP
antennata,DET
anthracinus,CONJ
yeou,PRON
passover,ADP
italiane,PRON
estern,ADP
thepast,DET
antero,DET
mexicanus,CONJ
batten,PRT
xli,ADP
meter,DET
agricola,DET
abovo,DET
wbere,ADP
times,CONJ
auratus,CONJ
beetles,ADP
whilein,ADP
feror,ADP
alpina,ADP
vater,ADP
zigzag,PRT
parvulus,CONJ
whicii,DET
nntil,ADP
upoi,ADP
fimile,ADP
insidiosus,ADP
tlw,DET
saieth,ADP
perforce,ADP
withln,ADP
othor,ADP
widths,ADP
themse,PRON
annexo,DET
pertainin,ADP
molesta,DET
inance,ADP
upl,ADP
temperance,PRT
sophomore,ADP
anudder,DET
inson,ADP
intravenous,ADP
quantitative,PRON
tlicir,DET
ugust,ADP
antike,ADP
bicolor,ADP
ately,ADP
bedford,ADP
tiptoe,PRON
iquor,ADP
orland,CONJ
argentatus,ADP
wherevpon,ADP
thaca,DET
shatter,ADP
sounder,ADP
thallium,DET
oregonus,CONJ
ische,ADP
ilson,ADP
miabut,CONJ
katawohan,ADP
svojho,ADP
postureland,CONJ
femtosecond,ADP
linearlayout,ADP
nangasa,DET
ifndef,ADP
isoflurane,PRON
antitumor,CONJ
abatacept,ADP
napasa,DET
textform,PRON
thinfilm,DET
ipad,PRT
nzs,ADP
andandand,CONJ
fronmer,ADP
hypertext,PRON
oppendix,PRT
tetrarca,DET
okafor,ADP
obshchej,ADP
albuterol,DET
avionics,ADP
facebook,DET
alkoxide,DET
alloimmune,DET
anisotropy,DET
afterburner,ADP
zmiluj,ADP
antitachycardia,DET
theytheytheytheythey,PRON
inismf,ADP
pegivirus,ADP
acetaminophen,CONJ
zeide,ADP
zener,ADP
ofloxacin,ADP
nighttime,DET
drotrecogin,ADP
isospin,ADP
itraconazole,PRON
amoxycillin,ADP
insecticidal,ADP
thiosulfate,DET
ieeeinst,ADP
ontreinigt,ADP
anoikis,DET
behav,ADP
mfis,PRON
alkoxy,DET
arbuscular,ADP
ospf,PRT
ifrss,PRON
whichwork,DET
minocycline,PRON
linkedin,PRT
startup,ADP
wikileaks,ADP
nrem,PRON
minimax,PRON
nomatan,ADP
nakaila,DET
alltime,DET
tumahan,ADP
anglophone,DET
kenaf,ADP
wszystek,ADP
airmobile,ADP
thisisathis,DET
adenovirus,ADP
nosql,DET
absorbance,ADP
ziprasidone,PRON
gyro,ADP
interstimulus,ADP
optimum,ADP
allallallallall,DET
ranitidine,PRON
youmre,PRON
thermocouple,ADP
interoffice,ADP
armahda,DET
peroxy,PRT
articleunderdistributedthetermsof,ADP
plerixafor,ADP
bedriver,ADP
thyristor,ADP
nystatin,ADP
activewear,ADP
aluminosilicate,DET
pteronyssinus,CONJ
kryqin,ADP
vajjon,ADP
anchoveta,DET
aquafaba,DET
aldolase,ADP
miniband,CONJ
smartart,DET
ionomycin,ADP
svojmu,ADP
localhost,ADP
liaise,ADP
forarger,ADP
bisporus,CONJ
bezier,ADP
velsignet,DET
aflatoxin,ADP
thioacetamide,DET
uddriver,ADP
fromfromfromfromfrom,ADP
olanzapine,PRON
nicardipine,PRON
antipersonnel,DET
desarrollo,ADP
outslg,ADP
theoretician,DET
igatugyan,ADP
beschrankter,ADP
magasawa,DET
nagpatirapa,DET
antiguerrilla,DET
skype,DET
instns,ADP
antiferromagnet,CONJ
sosuga,DET
cimetidine,PRON
terbinafine,PRON
napakita,DET
sumasampalataya,DET
paroroon,ADP
verizon,ADP
kyrgyzstan,ADP
androgen,CONJ
inmme,ADP
eouteut,CONJ
besrelih,ADP
ghrelin,CONJ
pixel,PRT
allocable,PRON
besuan,ADP
thermocline,DET
ridership,PRON
mrem,PRON
thetasub,DET
ipinagbilin,ADP
mexiletine,PRON
thinprep,DET
oxybutynin,ADP
topfoto,PRT
dscp,ADP
thermooxidative,DET
berghei,ADP
nintendo,DET
escitalopram,PRON
amelogenin,ADP
kodachrome,DET
pendimethalin,ADP
relativelayout,ADP
barcode,DET
obliczem,PRON
adiponectin,ADP
triphenyl,DET
svojeho,ADP
tylosin,ADP
apoptosome,DET
ionosonde,ADP
morpheme,PRON
oftheunder,ADP
saveitas,ADP
anticrime,DET
atoll,DET
aquaculture,DET
interspike,ADP
imovie,DET
webapp,PRT
esxi,PRON
peripherin,ADP
okeru,ADP
tigecycline,PRON
thymulin,ADP
rangefinder,ADP
clindamycin,ADP
neuromedin,ADP
aerodynamics,ADP
anyconnect,DET
alphafetoprotein,ADP
troponin,ADP
autoclave,ADP
phospholipase,PRT
dynorphin,ADP
lmpact,CONJ
onreinen,PRT
yougov,PRON
thermospray,DET
optimal,ADP
absorber,ADP
plankton,PRT
visualise,ADP
alkylthio,DET
doxazosin,ADP
anlbz,DET
youmve,PRON
tensor,PRT
operand,CONJ
interplanar,ADP
anaphor,DET
autoshape,DET
urotensin,ADP
thymidine,PRON
wstawszy,ADP
ligase,ADP
alsoforeign,DET
antilabor,CONJ
thermocapillary,DET
rosiglitazone,PRON
tumatahan,ADP
sunbelt,DET
tirofiban,ADP
autofill,DET
thrombin,ADP
stego,DET
nucleosome,DET
http,PRON
insulinlike,ADP
alprenolol,DET
myeloproliferative,DET
metaphase,PRON
picosecond,CONJ
askush,DET
typename,DET
erlotinib,PRON
latex,ADP
amphotericin,ADP
pimiento,ADP
thermodilution,DET
renewalfor,ADP
iodophor,ADP
naalaala,DET
thermosphacta,DET
ofeu,ADP
feedstuffs,ADP
danlos,ADP
vsphere,ADP
quantile,ADP
lndira,ADP
njohur,ADP
dalfopristin,ADP
thermocycler,DET
ocr,PRT
organotin,ADP
airphoto,DET
raindrop,DET
forkhead,ADP
thieno,DET
considershimself,ADP
ethernet,PRON
sevoflurane,PRON
aggresome,DET
biovar,ADP
allenyl,DET
thirdcountry,DET
androgynous,CONJ
avalanche,DET
tolerant,PRT
medicated,PRON
albopictus,ADP
foreground,ADP
appendix,DET
perinuclear,ADP
welchii,DET
upriver,ADP
atelier,ADP
tridentata,DET
q,DET
thiocarbonyl,DET
mediumand,CONJ
meristem,PRON
petitioner,DET
vivos,ADP
ityourself,PRON
anserinus,CONJ
lif,ADP
ammonite,DET
accompli,ADP
workfor,ADP
aficionados,ADP
agreedupon,ADP
whomever,PRON
artisan,ADP
mesoscutum,PRON
leasehold,CONJ
andanswer,DET
oper,ADP
asterisk,DET
unith,ADP
deg,ADP
interact,PRON
torso,PRT
infarction,ADP
mens,PRON
thermotherapy,DET
liberia,ADP
download,PRT
agn,ADP
fromfromfromfrom,ADP
intron,ADP
clickthe,DET
asean,ADP
anananan,DET
ichthyoplankton,ADP
anvsa,DET
asasasas,ADP
worldview,PRON
latino,DET
andalou,CONJ
bybybybyby,ADP
onononon,ADP
lotsa,DET
ontyme,PRON
interleaver,ADP
nox,ADP
ayurveda,DET
kbar,ADP
infopath,ADP
